proper,ra,dec,mag,con
,17.609121,-38.635308,4.26,Sco
,18.025113,21.595782,4.26,Her
,22.063135,64.627971,4.26,Cep
,1.049058,7.890135,4.27,Psc
,2.749039,10.114146,4.27,Cet
,4.258905,8.892357,4.27,Tau
,4.635961,12.510838,4.27,Tau
,4.704084,22.956926,4.27,Tau
,13.11518,-49.906246,4.27,Cen
,15.308897,-47.875272,4.27,Lup
,19.386976,-44.799778,4.27,Sgr
,20.77764,16.124296,4.27,Del
,23.466138,6.378992,4.27,Psc
,4.438461,22.813583,4.28,Tau
,9.618151,81.326382,4.28,Dra
,10.45253,-31.067779,4.28,Ant
,17.455909,-29.867033,4.28,Oph
,20.223288,56.567722,4.28,Cyg
,21.370776,-16.834542,4.28,Cap
,22.166457,33.178224,4.28,Peg
,23.11465,-43.520358,4.28,Gru
,3.614551,0.401662,4.29,Tau
,5.326257,-13.176788,4.29,Lep
,10.655112,-55.603268,4.29,Vel
,11.881813,-33.908124,4.29,Hya
,15.734299,77.794493,4.29,UMi
,16.518991,-16.612733,4.29,Oph
,22.107286,-13.869679,4.29,Aqr
,22.52509,-32.346073,4.29,PsA
,23.63561,43.268073,4.29,And
,0.976766,-29.357449,4.3,Scl
,2.469317,8.460054,4.3,Cet
,3.75347,24.467278,4.3,Tau
,3.809963,-37.620155,4.3,Eri
,4.424828,17.92791,4.3,Tau
,5.998917,45.936736,4.3,Aur
,8.72041,3.398662,4.3,Hya
,10.92689,24.749718,4.3,Leo
,11.615814,-0.823749,4.3,Leo
,11.828077,-63.788478,4.3,Cen
,12.53451,-16.196007,4.3,Crv
,14.338763,-56.386497,4.3,Cen
,20.29413,-12.508212,4.3,Cap
,8.676953,-59.761003,4.31,Car
,14.448801,-83.667884,4.31,Oct
,15.408181,37.377167,4.31,Boo
,16.123424,-20.868764,4.31,Sco
,20.638967,-1.105121,4.31,Aql
,3.608159,48.192634,4.32,Per
,4.674031,-19.671493,4.32,Eri
,5.536875,18.594234,4.32,Tau
,6.256304,29.498076,4.32,Aur
,8.772927,-13.54772,4.32,Hya
,9.528675,22.967971,4.32,Leo
,12.050447,-63.31293,4.32,Cru
,13.166469,17.529431,4.32,Com
,13.863779,-32.994089,4.32,Cen
,14.860641,-43.575359,4.32,Lup
,17.347128,-12.846875,4.32,Ser
,7.469387,8.92553,4.33,CMi
,12.885258,-48.943315,4.33,Cen
,14.436336,-45.379276,4.33,Lup
,17.255836,-26.602829,4.33,Oph
,18.143,-63.668553,4.33,Pav
,18.331031,36.064547,4.33,Lyr
,11.303118,31.528783,4.33,UMa
,0.61468,33.719344,4.34,And
,0.642602,29.311751,4.34,And
,1.185017,55.149901,4.34,Cas
,5.746223,-65.735526,4.34,Dor
,6.530935,-23.418422,4.34,CMa
,8.344115,-77.484477,4.34,Cha
,9.270024,-57.541473,4.34,Car
,9.613772,-49.355026,4.34,Vel
,14.028748,-45.603421,4.34,Cen
,15.634232,-42.567348,4.34,Lup
,17.441911,4.14036,4.34,Oph
,18.746209,37.605115,4.34,Lyr
,18.783686,18.181519,4.34,Her
,21.74186,17.350017,4.34,Peg
,22.492173,47.706887,4.34,Lac
,3.193822,19.726677,4.35,Ari
,4.843534,8.900176,4.35,Ori
,6.58294,-52.975607,4.35,Car
,6.954612,58.422759,4.35,Lyn
,8.132173,-68.617062,4.35,Vol
,8.807214,5.837812,4.35,Hya
,12.448966,28.268423,4.35,Com
,15.297178,-30.148673,4.35,Lup
,17.536918,86.58646,4.35,UMi
,18.387117,-61.493901,4.35,Pav
,19.272804,38.133731,4.35,Lyr
,21.749113,-33.025781,4.35,PsA
,0.525725,-62.958218,4.36,Tuc
,0.722567,-57.46306,4.36,Phe
,2.216665,8.846717,4.36,Cet
,3.509579,47.995216,4.36,Per
,4.078253,22.081926,4.36,Tau
,4.881575,-5.452695,4.36,Eri
,5.220522,-12.941291,4.36,Lep
,5.958947,-35.28328,4.36,Col
,6.935618,-17.054242,4.36,CMa
,8.143236,-2.983786,4.36,Mon
,14.10077,-41.179633,4.36,Cen
,19.612022,-1.286601,4.36,Aql
,0.032672,-6.014072,4.37,Psc
,6.275871,-35.140519,4.37,Col
,7.311802,-24.954375,4.37,CMa
,11.002572,-42.225859,4.37,Vel
,18.14597,20.814557,4.37,Her
,19.995605,-35.276305,4.37,Sgr
,13.165831,-5.53901,4.38,Vir
,20.148145,77.711419,4.38,Cep
,23.434108,-20.642014,4.38,Aqr
,23.549512,-37.818268,4.38,Scl
,1.894102,-46.302669,4.39,Phe
,3.825357,65.525972,4.39,Cam
,5.580344,9.489579,4.39,Ori
,5.906386,20.276174,4.39,Ori
,6.396135,4.592865,4.39,Mon
,8.03776,2.334571,4.39,CMi
,10.131742,9.997508,4.39,Leo
,15.048344,2.091303,4.39,Vir
,16.900131,10.165359,4.39,Oph
,17.350101,-21.112933,4.39,Oph
,19.668275,18.01389,4.39,Sge
,19.68415,17.476041,4.39,Sge
,21.331096,-53.449427,4.39,Ind
,0.953445,23.417648,4.4,And
,7.801436,-25.937169,4.4,Pup
,8.150455,-19.245014,4.4,Pup
,18.949177,-67.233495,4.4,Pav
,21.965293,-54.992575,4.4,Ind
,6.830921,-53.622449,4.41,Car
,7.185659,30.245163,4.41,Gem
,14.383956,-39.511819,4.41,Cen
,17.512308,26.110645,4.41,Her
,17.975041,30.189277,4.41,Her
,21.298632,34.896898,4.41,Cyg
,23.131623,75.387496,4.41,Cep
,23.298393,-9.182513,4.41,Aqr
,23.313733,-32.532027,4.41,Scl
,6.126201,14.768472,4.42,Ori
,6.631506,-18.237478,4.42,CMa
,7.225637,-44.639739,4.42,Pup
,7.237559,-26.352507,4.42,CMa
,8.234143,-40.34789,4.42,Pup
,11.038827,20.179842,4.42,Leo
,14.838147,-27.960371,4.42,Hya
,15.77406,7.353073,4.42,Ser
,18.029222,1.305076,4.42,Oph
,22.392675,52.229046,4.42,Lac
,23.422993,23.404101,4.42,Peg
,3.769037,-12.101589,4.43,Eri
,4.254537,-7.652871,4.43,Eri
,4.95478,53.752101,4.43,Cam
,19.229302,39.145968,4.43,Lyr
,20.044299,-27.709845,4.43,Sgr
,20.397671,32.190172,4.43,Cyg
,20.724315,15.074581,4.43,Del
,20.795621,-5.027701,4.43,Aqr
,0.244005,-18.932866,4.44,Cet
,0.811373,7.585079,4.44,Psc
,4.274738,-59.302156,4.44,Ret
,4.676039,-41.863752,4.44,Cae
,6.327052,59.010964,4.44,Lyn
,7.567551,-22.296067,4.44,Pup
,8.189304,-39.618545,4.44,Pup
,8.309258,-36.659288,4.44,Pup
,14.543629,-50.457157,4.44,Lup
,19.478427,24.664905,4.44,Vul
,1.690526,5.487613,4.45,Psc
,2.818169,-32.405898,4.45,For
,5.204973,-11.869219,4.45,Lep
,6.198999,14.208765,4.45,Ori
,8.645955,3.341435,4.45,Hya
,9.001505,-41.253605,4.45,Vel
,10.59314,-57.557636,4.45,Car
,10.763087,-80.540188,4.45,Cha
,11.277695,-3.651601,4.45,Leo
,16.535611,-21.46639,4.45,Oph
,19.259229,73.355468,4.45,Dra
,19.568153,7.378941,4.45,Aql
,2.484437,67.402474,4.46,Cas
,3.904862,-2.95473,4.46,Eri
,5.221523,2.861265,4.46,Ori
,9.147863,51.604648,4.46,UMa
,11.194302,-22.825847,4.46,Crt
,12.134788,-50.661278,4.46,Cen
,16.453067,-47.554786,4.46,Nor
,22.875427,-32.875504,4.46,PsA
,2.751715,-18.572563,4.47,Eri
,3.338989,29.048458,4.47,Ari
,4.975806,1.714016,4.47,Ori
,6.469503,-32.58007,4.47,CMa
,6.548396,7.332965,4.47,Mon
,7.970678,-49.244912,4.47,Pup
,9.085785,-72.602705,4.47,Car
,9.410906,26.182324,4.47,Leo
,9.580405,52.051477,4.47,UMa
,11.852419,-45.17347,4.47,Cen
,14.578,29.74513,4.47,Boo
,14.953055,-4.346462,4.47,Lib
,21.241337,10.006981,4.47,Equ
,22.101914,-39.543353,4.47,Gru
,0.74542,48.284364,4.48,Cas
,4.014946,-62.159284,4.48,Ret
,4.439094,15.618265,4.48,Tau
,6.79768,2.412159,4.48,Mon
,10.1323,-0.371637,4.48,Sex
,15.389625,-59.320787,4.48,Cir
,16.401718,-20.037327,4.48,Oph
,23.064615,3.820045,4.48,Psc
,23.111345,-23.743115,4.48,Aqr
,2.032644,70.90702,4.49,Cas
,4.55849,-29.766492,4.49,Eri
,6.733137,13.228017,4.49,Gem
,7.20935,-46.759305,4.49,Pup
,7.877402,-38.862812,4.49,Pup
,10.123821,35.244693,4.49,LMi
,14.678768,16.418324,4.49,Boo
,19.607372,50.221103,4.49,Cyg
,21.118797,-25.005853,4.49,Cap
,21.73571,28.742632,4.49,Cyg
,23.700779,1.780041,4.49,Psc
,23.712039,-14.544905,4.49,Aqr
,23.998594,-65.577132,4.49,Tuc
,5.653096,4.121467,4.5,Ori
,5.830451,-56.166663,4.5,Pic
,8.778487,-56.769776,4.5,Car
,10.348557,-56.04322,4.5,Vel
,11.799762,20.218931,4.5,Leo
,13.78771,17.456906,4.5,Boo
,20.262816,27.814242,4.5,Vul
,21.159902,-11.371693,4.5,Aqr
,21.478721,-21.80718,4.5,Cap
,22.139722,-32.988468,4.5,PsA
,22.231312,39.714927,4.5,Lac
,22.675233,44.276305,4.5,Lac
,0.305463,36.785224,4.51,And
,1.194342,30.089638,4.51,Psc
,5.819567,39.181071,4.51,Aur
,9.487423,-35.951335,4.51,Ant
,9.655839,-61.32806,4.51,Car
,15.692516,19.670401,4.51,Ser
,20.04696,67.873565,4.51,Dra
,20.733966,-51.920971,4.51,Ind
,21.618008,-19.466011,4.51,Cap
,22.455531,-64.966354,4.51,Tuc
,23.906398,57.499382,4.51,Cas
,2.79848,29.247118,4.52,Ari
,13.377211,-60.988393,4.52,Cen
,13.400128,-64.535668,4.52,Cen
,14.318498,-13.371095,4.52,Vir
,15.074098,26.947649,4.52,Boo
,18.187157,-45.954418,4.52,Tel
,19.362117,-15.955018,4.52,Sgr
,20.755878,57.579725,4.52,Cep
,21.499137,23.638838,4.52,Peg
,22.508128,43.123376,4.52,Lac
,0.525946,-62.965561,4.53,Tuc
,0.830234,41.078911,4.53,And
,6.00093,-3.074253,4.53,Ori
,7.622809,-34.96853,4.53,Pup
,14.224718,51.789965,4.53,Boo
,17.443856,-5.086596,4.53,Oph
,17.792674,-27.830788,4.53,Sgr
,20.790149,36.490717,4.53,Cyg
,23.20916,49.406207,4.53,And
,5.302935,33.371613,4.54,Aur
,6.584274,-22.964793,4.54,CMa
,9.533036,-1.184664,4.54,Hya
,9.570384,36.397558,4.54,LMi
,9.574703,69.830343,4.54,UMa
,14.856493,19.10046,4.54,Boo
,15.203692,-19.79171,4.54,Lib
,15.385931,-36.858489,4.54,Lup
,19.94912,-27.169899,4.54,Sgr
,23.116739,9.409492,4.54,Peg
,23.485915,12.760554,4.54,Peg
,0.06233,-17.335988,4.55,Cet
,3.49854,58.87875,4.55,Cam
,5.07344,-35.482978,4.55,Cae
,7.001081,76.977408,4.55,Cam
,7.496606,12.006564,4.55,CMi
,9.868433,54.064332,4.55,UMa
,15.598126,-44.958389,4.55,Lup
,16.343939,-24.16932,4.55,Sco
,18.134716,-28.457093,4.55,Sgr
,21.698652,71.311417,4.55,Cep
,22.350428,46.536569,4.55,Lac
,22.408609,49.476392,4.55,Lac
,2.858566,35.059741,4.56,Per
,3.979095,-61.400185,4.56,Ret
,5.88879,27.612262,4.56,Tau
,9.108825,38.452215,4.56,Lyn
,11.253397,23.095502,4.56,Leo
,14.435619,-45.221424,4.56,Lup
,17.594332,-46.505684,4.56,Ara
,20.868801,27.096979,4.56,Vul
,21.110026,47.648403,4.56,Cyg
,3.618244,-40.274545,4.57,Eri
,16.423598,14.03327,4.57,Her
,16.426422,-23.447178,4.57,Oph
,17.698978,72.148843,4.57,Dra
,18.912468,22.645076,4.57,Her
,19.139156,-40.496703,4.57,CrA
,19.891026,24.079614,4.57,Vul
,5.589768,-4.838358,4.58,Ori
,9.861298,-46.54762,4.58,Vel
,10.725639,-60.566619,4.58,Car
,13.204892,-59.920579,4.58,Cen
,13.857205,64.723272,4.58,Dra
,16.205057,-27.926372,4.58,Sco
,17.630754,-8.118771,4.58,Oph
,23.343956,23.740337,4.58,Peg
,0.688766,-46.085007,4.59,Phe
,3.713908,-37.313518,4.59,Eri
,3.839302,71.332266,4.59,Cam
,5.447286,3.095674,4.59,Ori
,8.67024,64.327936,4.59,UMa
,9.485805,-2.768964,4.59,Hya
,10.326877,-55.029305,4.59,Vel
,11.210005,-60.317625,4.59,Car
,15.82657,26.068394,4.59,CrB
,15.893533,-25.327142,4.59,Sco
,18.739661,39.612721,4.59,Lyr
,19.611786,-24.883623,4.59,Sgr
,23.815427,-28.130268,4.59,Scl
,4.304056,50.295502,4.6,Per
,10.085408,-13.064626,4.6,Hya
,10.945289,-37.137765,4.6,Ant
,14.754017,16.96428,4.6,Boo
,15.422285,-38.73362,4.6,Lup
,15.877903,42.451518,4.6,Her
,19.344467,65.714531,4.6,Dra
,0.088928,-5.707618,4.61,Psc
,0.284863,38.681636,4.61,And
,1.892597,3.187536,4.61,Psc
,3.188163,39.611582,4.61,Per
,7.445237,49.211527,4.61,Lyn
,7.997792,-18.399228,4.61,Pup
,15.569638,-10.064529,4.61,Lib
,20.565052,35.250852,4.61,Cyg
,0.944432,59.181056,4.62,Cas
,3.998745,-24.016215,4.62,Eri
,5.051596,21.589962,4.62,Tau
,5.532183,-7.301537,4.62,Ori
,9.134133,-25.858536,4.62,Pyx
,11.083619,7.336007,4.62,Leo
,11.109015,-62.424113,4.62,Car
,11.579355,-54.264091,4.62,Cen
,12.772981,-56.488815,4.62,Cru
,12.910889,-59.146701,4.62,Cru
,16.463385,-8.371731,4.62,Oph
,18.008058,-3.690269,4.62,Ser
,18.558383,-42.31251,4.62,CrA
,18.936995,4.203595,4.62,Ser
,2.986868,21.340429,4.63,Ari
,7.725663,-28.410885,4.63,Pup
,7.884344,-49.613044,4.63,Pup
,8.727882,-7.23373,4.63,Hya
,9.262522,-37.413144,4.63,Vel
,12.664594,-39.987302,4.63,Cen
,13.678967,54.681634,4.63,UMa
,14.959743,65.93246,4.63,UMi
,15.849652,-25.751295,4.63,Sco
,16.058931,-57.775064,4.63,Nor
,18.522896,-62.278302,4.63,Pav
,18.853348,59.388351,4.63,Dra
,23.962647,25.141401,4.63,Peg
,3.895195,-24.61223,4.64,Eri
,4.914924,10.150833,4.64,Ori
,6.065329,20.138452,4.64,Ori
,13.777604,-51.432766,4.64,Cen
,15.656299,36.635812,4.64,CrB
,15.686505,-44.661205,4.64,Lup
,16.830563,-10.783,4.64,Oph
,17.294517,37.291498,4.64,Her
,18.121767,8.733867,4.64,Oph
,19.441969,0.33857,4.64,Aql
,20.588482,14.674213,4.64,Del
,22.622899,51.545123,4.64,Lac
,23.069702,50.052091,4.64,And
,2.724198,27.707146,4.65,Ari
,4.564143,14.844424,4.65,Tau
,5.076153,15.404105,4.65,Ori
,5.901658,-63.089627,4.65,Dor
,7.30511,-36.733962,4.65,Pup
,7.511834,-30.962281,4.65,Pup
,7.589694,-28.369323,4.65,Pup
,10.456798,-57.638805,4.65,Car
,12.014553,6.614322,4.65,Vir
,16.053579,-49.229695,4.65,Nor
,9.511764,-40.465622,4.65,Vel
,1.190894,21.03465,4.66,Psc
,1.826418,-10.68641,4.66,Cet
,6.682961,9.895754,4.66,Mon
,6.927064,-20.136497,4.66,CMa
,7.276387,-27.881179,4.66,CMa
,8.721431,21.468501,4.66,Cnc
,9.093994,-70.538497,4.66,Car
,10.899648,43.189956,4.66,UMa
,12.654102,-7.995564,4.66,Vir
,12.709858,-48.813109,4.66,Cen
,15.662772,-34.411926,4.66,Lup
,18.083674,-29.580087,4.66,Sgr
,18.300886,-27.042641,4.66,Sgr
,18.394329,-8.934383,4.66,Sct
,20.018346,27.753573,4.66,Vul
,1.229152,24.583713,4.67,Psc
,3.489456,49.508948,4.67,Per
,4.248143,40.483671,4.67,Per
,4.654583,15.917977,4.67,Tau
,6.10259,-14.935254,4.67,Lep
,8.203535,17.647771,4.67,Cnc
,9.181941,63.513633,4.67,UMa
,18.000949,16.750919,4.67,Her
,18.486626,-14.565813,4.67,Sct
,18.738984,39.670123,4.67,Lyr
,19.539149,69.661175,4.67,Dra
,21.021517,-32.257767,4.67,Mic
,1.565528,59.23204,4.68,Cas
,1.915572,-67.647303,4.68,Hyi
,2.074844,-29.296819,4.68,For
,2.979352,39.662728,4.68,Per
,8.938686,-52.723475,4.68,Vel
,9.640913,4.649293,4.68,Hya
,10.003557,8.044223,4.68,Leo
,10.645337,31.976237,4.68,LMi
,13.532746,-6.255816,4.68,Vir
,13.57425,49.015973,4.68,CVn
,16.339119,-78.695745,4.68,Aps
,19.656279,30.153321,4.68,Cyg
,21.629197,-7.854201,4.68,Aqr
,22.726454,-18.830375,4.68,Aqr
,4.443437,14.713782,4.69,Tau
,5.318995,40.099051,4.69,Aur
,7.638346,-25.364804,4.69,Pup
,7.805608,-47.077722,4.69,Pup
,8.020371,-1.392608,4.69,Mon
,10.645834,-59.182997,4.69,Car
,12.76055,-60.981318,4.69,Cru
,21.701573,51.189622,4.69,Cyg
,22.055486,-56.785977,4.69,Ind
,23.584599,-42.615075,4.69,Phe
,5.340811,-21.239763,4.7,Lep
,11.611365,-9.802247,4.7,Crt
,11.670221,-34.74466,4.7,Hya
,16.899924,-42.362025,4.7,Sco
,18.704563,-9.052549,4.7,Sct
,19.930651,-26.299506,4.7,Sgr
,21.172361,10.131579,4.7,Equ
,22.906789,84.346177,4.7,Cep
,23.554618,-20.914504,4.7,Aqr
,2.99525,8.907365,4.71,Cet
,3.489558,-62.937527,4.71,Ret
,4.875545,14.250642,4.71,Ori
,5.091853,-57.472704,4.71,Dor
,5.49555,-1.092239,4.71,Ori
,5.545465,32.192022,4.71,Aur
,9.35822,-25.965439,4.71,Pyx
,9.386739,-28.833873,4.71,Pyx
,11.746049,-18.350674,4.71,Crt
,13.104642,-48.463289,4.71,Cen
,13.960809,-63.686696,4.71,Cen
,19.904134,8.461453,4.71,Aql
,21.298966,-32.172539,4.71,Mic
,23.165249,-22.457611,4.71,Aqr
,1.432208,68.130012,4.72,Cas
,5.362708,-0.382465,4.72,Ori
,5.850675,37.305573,4.72,Aur
,6.171642,-54.968645,4.72,Pic
,8.187863,-12.926999,4.72,Pup
,9.45511,-22.343783,4.72,Hya
,10.431895,33.79612,4.72,LMi
,10.505581,-71.992793,4.72,Car
,10.553865,40.42556,4.72,UMa
,12.072008,-63.165711,4.72,Cru
,12.345286,17.792868,4.72,Com
,13.292379,40.572608,4.72,CVn
,16.046634,46.036705,4.72,Her
,17.276857,-0.445297,4.72,Oph
,21.710973,-18.866323,4.72,Cap
,2.42706,50.278631,4.73,And
,6.910732,13.177827,4.73,Gem
,8.190526,-42.987278,4.73,Pup
,11.030465,-2.484585,4.73,Leo
,16.108176,-45.173185,4.73,Nor
,16.149529,36.490944,4.73,CrB
,20.877565,-8.983318,4.73,Aqr
,0.529539,54.522289,4.74,Cas
,1.324443,27.264059,4.74,Psc
,2.534786,-15.244677,4.74,Cet
,2.663326,-42.89167,4.74,Eri
,3.333129,65.652292,4.74,Cam
,3.510294,-5.075145,4.74,Eri
,8.150213,-61.302429,4.74,Car
,8.686982,-47.317125,4.74,Vel
,9.04242,67.629619,4.74,UMa
,13.306763,-18.311196,4.74,Vir
,14.165242,-53.438946,4.74,Cen
,15.85442,20.977919,4.74,Ser
,17.996543,-23.816133,4.74,Sgr
,19.051907,-42.095105,4.74,CrA
,19.529534,34.452968,4.74,Cyg
,20.997098,47.520951,4.74,Cyg
,22.055234,-2.155363,4.74,Aqr
,23.630827,-45.492351,4.74,Phe
,7.243928,-48.271927,4.75,Pup
,11.80403,-66.81491,4.75,Mus
,13.886817,-31.927612,4.75,Cen
,14.269439,51.367231,4.75,Boo
,15.699111,-19.678828,4.75,Lib
,15.711395,-34.710407,4.75,Lup
,20.593003,-60.581749,4.75,Pav
,23.3104,68.111445,4.75,Cep
,0.523594,-48.803514,4.76,Phe
,2.841255,-75.066947,4.76,Hyi
,2.850645,-21.004019,4.76,Eri
,5.874011,1.855134,4.76,Ori
,6.314105,69.319787,4.76,Cam
,7.961141,-30.33457,4.76,Pup
,9.688058,-23.591514,4.76,Hya
,10.703926,-64.466426,4.76,Car
,11.318864,38.185557,4.76,UMa
,12.400414,51.562257,4.76,CVn
,12.982068,17.409446,4.76,Com
,13.457546,-15.973578,4.76,Vir
,13.863188,34.44424,4.76,CVn
,14.376971,-58.459117,4.76,Cen
,17.366531,-67.770668,4.76,Aps
,17.673276,-49.415587,4.76,Ara
,19.270289,21.390428,4.76,Vul
,21.632007,62.08194,4.76,Cep
,23.118539,25.468259,4.76,Peg
,0.7365,-10.60955,4.77,Cet
,3.092338,56.705719,4.77,Per
,5.648079,-7.212829,4.77,Ori
,6.788842,8.037254,4.77,Mon
,9.329551,-11.974853,4.77,Hya
,11.505248,-3.003501,4.77,Leo
,12.905879,-9.538994,4.77,Vir
,17.615859,68.75797,4.77,Dra
,18.051367,-8.180349,4.77,Oph
,18.542923,57.045599,4.77,Dra
,20.059291,-37.940699,4.77,Sgr
,20.296445,38.03293,4.77,Cyg
,20.344393,-12.75908,4.77,Cap
,20.481004,-17.813687,4.77,Cap
,22.791378,83.15383,4.77,Cep
,0.026616,-77.065724,4.78,Oct
,0.883471,-1.14426,4.78,Cet
,2.141454,37.859077,4.78,And
,3.767314,63.345047,4.78,Cam
,4.509342,16.194014,4.78,Tau
,4.998816,-12.537416,4.78,Eri
,5.584078,-6.002027,4.78,Ori
,8.140963,51.50667,4.78,Lyn
,8.224866,-35.899518,4.78,Pup
,9.736694,-27.769471,4.78,Ant
,10.328938,19.470914,4.78,Leo
,12.375087,25.84616,4.78,Com
,13.293412,5.469869,4.78,Vir
,14.345159,-45.18706,4.78,Lup
,14.384942,-27.754017,4.78,Hya
,17.523598,-23.962643,4.78,Oph
,17.83642,-40.090435,4.78,Sco
,18.757465,-64.871259,4.78,Pav
,22.355372,28.330529,4.78,Peg
,22.464312,4.695664,4.78,Peg
,0.243378,20.206702,4.79,Peg
,1.965478,23.596061,4.79,Ari
,4.877218,36.703187,4.79,Aur
,8.375471,-48.490381,4.79,Vel
,9.349117,-62.404632,4.79,Car
,13.25416,-67.894589,4.79,Mus
,15.85387,35.657382,4.79,CrB
,16.503466,-25.115224,4.79,Sco
,17.819577,-31.703203,4.79,Sco
,18.004388,4.368615,4.79,Oph
,20.254415,25.591957,4.79,Vul
,22.163441,72.341207,4.79,Cep
,22.260253,-41.3467,4.79,Gru
,0.701081,50.512526,4.8,Cas
,0.884511,61.12397,4.8,Cas
,3.263896,-8.81973,4.8,Eri
,4.359211,46.498878,4.8,Per
,4.401599,17.44413,4.8,Tau
,5.023985,-7.173965,4.8,Eri
,6.655507,42.488877,4.8,Aur
,9.173204,67.134018,4.8,UMa
,9.269808,54.021857,4.8,UMa
,9.341394,-9.555695,4.8,Hya
,10.735258,-63.961072,4.8,Car
,12.580857,22.629259,4.8,Com
,13.119646,27.624741,4.8,Com
,14.147498,77.547514,4.8,UMi
,14.29995,35.509505,4.8,Boo
,14.723712,26.52785,4.8,Boo
,15.035141,25.008138,4.8,Boo
,16.304973,-28.61402,4.8,Sco
,17.288769,33.1001,4.8,Her
,20.22168,46.815675,4.8,Cyg
,20.887431,44.38726,4.8,Cyg
,21.346008,-40.809465,4.8,Mic
,22.421284,1.377401,4.8,Aqr
,22.695947,29.307641,4.8,Peg
,11.303118,31.528783,4.8,UMa
,5.161654,15.597232,4.81,Ori
,5.229288,-67.185255,4.81,Dor
,5.291411,-34.895207,4.81,Col
,5.966571,25.953912,4.81,Tau
,8.005547,-63.567456,4.81,Car
,9.584399,39.621493,4.81,Lyn
,11.410164,-10.859323,4.81,Crt
,14.470038,-2.227957,4.81,Vir
,18.422511,-20.541679,4.81,Sgr
,20.642038,21.201174,4.81,Vul
,20.815637,46.114134,4.81,Cyg
,1.952792,-47.385277,4.82,Phe
,5.223811,38.484498,4.82,Aur
,6.654644,-14.145764,4.82,CMa
,6.892474,-20.224254,4.82,CMa
,7.563323,-14.523892,4.82,Pup
,10.372108,-41.64996,4.82,Vel
,10.510461,55.980536,4.82,UMa
,12.442158,-51.450635,4.82,Cen
,13.624345,36.294898,4.82,CVn
,14.173315,25.091677,4.82,Boo
,16.038248,22.804454,4.82,Ser
,16.367875,1.029039,4.82,Ser
,16.820615,45.983323,4.82,Her
,17.017667,-4.222644,4.82,Oph
,18.433069,65.56348,4.82,Dra
,18.90661,71.297192,4.82,Dra
,21.073417,-19.854991,4.82,Cap
,22.358632,12.205186,4.82,Peg
,22.510782,-10.67795,4.82,Aqr
,23.295732,49.0153,4.82,And
,23.696057,-17.816533,4.82,Aqr
,0.916715,58.972698,4.83,Cas
,1.460915,45.406687,4.83,And
,2.659398,-11.872156,4.83,Cet
,2.759048,-67.616617,4.83,Hyi
,7.147519,-39.655657,4.83,Pup
,7.276898,-23.315594,4.83,CMa
,8.356397,-33.054366,4.83,Pup
,8.707054,-53.113984,4.83,Vel
,13.059256,-49.527264,4.83,Cen
,15.063174,47.65406,4.83,Boo
,15.213776,-44.500414,4.83,Lup
,16.477373,41.881677,4.83,Her
,17.080376,-34.12293,4.83,Sco
,18.767911,26.66213,4.83,Lyr
,18.951019,-5.846314,4.83,Sct
,18.978721,-37.107357,4.83,CrA
,1.503087,6.14382,4.84,Psc
,2.220369,44.231652,4.84,And
,2.284191,34.224231,4.84,Tri
,3.322693,3.370198,4.84,Cet
,4.232329,9.263824,4.84,Tau
,5.688255,16.534148,4.84,Tau
,7.657595,-38.308021,4.84,Pup
,8.5888,-58.009228,4.84,Car
,11.009347,3.617494,4.84,Leo
,11.754733,8.258119,4.84,Vir
,14.329233,16.306948,4.84,Boo
,16.543415,11.488041,4.84,Her
,16.681978,64.589046,4.84,Dra
,16.754946,56.781857,4.84,Dra
,19.982555,-26.195767,4.84,Sgr
,22.724993,-41.414347,4.84,Gru
,22.760519,-53.500121,4.84,Gru
,23.110226,59.41976,4.84,Cas
,16.072774,-11.374611,4.84,Sco
,3.198957,74.393659,4.85,Cas
,3.312174,34.222653,4.85,Per
,7.497615,-23.024287,4.85,Pup
,10.148957,-51.811261,4.85,Vel
,13.200901,-37.803022,4.85,Cen
,15.294136,-63.610465,4.85,Cir
,17.946507,-44.342246,4.85,Sco
,18.347795,3.377165,4.85,Oph
,18.974378,-52.938629,4.85,Tel
,0.465472,-33.007167,4.86,Scl
,3.30614,-22.511118,4.86,Eri
,6.770595,59.44167,4.86,Lyn
,8.661799,-29.561084,4.86,Pyx
,10.584878,75.712948,4.86,Dra
,13.286952,-66.783438,4.86,Mus
,14.389638,8.446617,4.86,Boo
,14.694097,8.161764,4.86,Boo
,16.368287,30.891996,4.86,CrB
,16.568061,-44.045315,4.86,Nor
,16.645794,48.928342,4.86,Her
,17.537767,55.172958,4.86,Dra
,17.723833,-21.683194,4.86,Oph
,18.738711,-35.641987,4.86,Sgr
,18.902827,-22.744834,4.86,Sgr
,19.259007,-25.256682,4.86,Sgr
,20.626465,-61.529918,4.86,Pav
,22.094653,5.05853,4.86,Peg
,1.372337,45.528778,4.87,And
,2.597909,5.593246,4.87,Cet
,3.24836,21.044441,4.87,Ari
,4.239914,-10.256283,4.87,Eri
,7.220377,-45.182739,4.87,Pup
,8.695371,-15.943384,4.87,Hya
,8.925434,-27.681871,4.87,Pyx
,9.903425,-25.932345,4.87,Hya
,10.620481,-27.412634,4.87,Hya
,10.780898,-64.383474,4.87,Car
,19.772707,-19.761113,4.87,Sgr
,21.579596,38.534054,4.87,Cyg
,2.432501,-12.29048,4.88,Cet
,5.460579,21.936965,4.88,Tau
