proper,ra,dec,mag,con
,3.405132,24.724063,5.5,Ari
,4.323916,21.142307,5.5,Tau
,4.940052,-5.171356,5.5,Eri
,5.135173,24.265175,5.5,Tau
,5.245569,5.156151,5.5,Ori
,5.537262,17.058128,5.5,Tau
,6.13135,-42.154043,5.5,Col
,7.054195,-59.178109,5.5,Car
,7.339288,-52.311524,5.5,Car
,9.997695,56.811807,5.5,UMa
,10.586905,-39.562589,5.5,Ant
,10.773484,18.891523,5.5,Leo
,11.582473,-49.13649,5.5,Cen
,13.619731,71.242252,5.5,UMi
,13.765644,-12.426528,5.5,Vir
,15.543528,-19.67046,5.5,Lib
,15.549427,-1.186399,5.5,Ser
,16.164609,-33.545805,5.5,Sco
,16.572044,-70.988097,5.5,Aps
,16.595775,-65.495399,5.5,TrA
,18.177861,3.324256,5.5,Oph
,19.72859,25.771929,5.5,Vul
,20.36762,24.446099,5.5,Vul
,21.450454,-42.54793,5.5,Mic
,21.988307,-38.395096,5.5,Gru
,23.46766,-87.482214,5.5,Oct
,0.594767,-48.000907,5.51,Phe
,0.783738,11.973849,5.51,Psc
,1.1395,5.649819,5.51,Psc
,1.447657,-13.056512,5.51,Cet
,2.283068,-6.422116,5.51,Cet
,3.037615,-71.902457,5.51,Hyi
,3.265951,-77.388454,5.51,Hyi
,4.152768,19.609217,5.51,Tau
,4.470359,83.80779,5.51,Cep
,4.956206,17.153677,5.51,Tau
,6.303813,-19.966974,5.51,CMa
,8.45466,-70.093482,5.51,Vol
,9.633736,-43.190944,5.51,Vel
,10.669848,-65.100209,5.51,Car
,10.717191,26.325577,5.51,LMi
,11.054133,-11.30347,5.51,Crt
,12.148497,-41.231605,5.51,Cen
,13.783277,38.542697,5.51,CVn
,14.502399,-45.321355,5.51,Lup
,14.959236,-0.167612,5.51,Vir
,15.335714,29.616209,5.51,CrB
,16.856925,1.215947,5.51,Oph
,17.339203,46.24078,5.51,Her
,17.839692,29.322143,5.51,Her
,18.859712,52.975117,5.51,Dra
,18.874229,-46.595119,5.51,Tel
,18.989945,-12.840517,5.51,Sgr
,19.012072,55.658301,5.51,Dra
,19.220979,-12.282584,5.51,Sgr
,19.767005,-31.908571,5.51,Sgr
,19.977216,30.983665,5.51,Cyg
,20.068976,7.277966,5.51,Aql
,20.175982,26.904169,5.51,Vul
,20.19666,26.80899,5.51,Vul
,20.973871,10.839286,5.51,Del
,21.321025,58.623502,5.51,Cep
,21.718465,41.15497,5.51,Cyg
,22.499427,4.43169,5.51,Peg
,22.993266,-29.462311,5.51,PsA
,1.708125,-53.740834,5.52,Eri
,2.858218,15.082071,5.52,Ari
,3.7989,-30.167882,5.52,For
,4.143497,38.039733,5.52,Per
,4.917537,55.259109,5.52,Cam
,5.267815,11.341354,5.52,Ori
,5.462669,15.874052,5.52,Tau
,5.939151,-31.38244,5.52,Col
,6.609814,-5.211143,5.52,Mon
,8.045774,-41.309828,5.52,Pup
,8.084363,-53.107921,5.52,Car
,8.226178,-50.196072,5.52,Vel
,8.396809,53.219712,5.52,Lyn
,8.444987,-12.534602,5.52,Pup
,10.302109,-28.992,5.52,Ant
,10.40239,33.718531,5.52,LMi
,10.495037,84.252009,5.52,Cam
,11.115058,1.955525,5.52,Leo
,12.3388,26.619482,5.52,Com
,13.547679,-15.363012,5.52,Vir
,15.022174,-2.754927,5.52,Lib
,15.051683,35.205795,5.52,Boo
,15.273059,-22.399416,5.52,Lib
,17.44698,20.080977,5.52,Her
,18.130095,-17.154159,5.52,Sgr
,18.39134,-36.237987,5.52,Sgr
,19.286729,-66.661048,5.52,Pav
,20.850211,-37.913332,5.52,Mic
,21.846448,-69.629416,5.52,Ind
,21.874978,28.793538,5.52,Peg
,22.177462,70.132573,5.52,Cep
,22.451475,65.13227,5.52,Cep
,22.761331,-46.547328,5.52,Gru
,0.022255,-50.337373,5.53,Phe
,1.866476,55.147385,5.53,Per
,2.600013,-7.831597,5.53,Cet
,3.295903,-62.575322,5.53,Ret
,3.677315,-5.210706,5.53,Eri
,4.454847,22.996337,5.53,Tau
,4.475589,1.380821,5.53,Tau
,4.717764,-70.931027,5.53,Men
,4.73555,-18.666586,5.53,Eri
,5.518785,-20.863659,5.53,Lep
,5.617704,17.040324,5.53,Tau
,6.440514,56.285096,5.53,Lyn
,8.177731,-13.799207,5.53,Pup
,10.012191,-82.21467,5.53,Cha
,11.927926,15.646818,5.53,Leo
,13.106278,22.616187,5.53,Com
,13.892437,-35.664248,5.53,Cen
,14.221226,-53.665674,5.53,Cen
,14.234773,12.959444,5.53,Boo
,14.256691,-18.20069,5.53,Vir
,15.548673,-16.852844,5.53,Lib
,15.815777,-3.818513,5.53,Lib
,16.013231,-8.411353,5.53,Lib
,16.325758,-30.906716,5.53,Sco
,16.42338,37.394079,5.53,Her
,16.603174,52.900048,5.53,Dra
,16.971651,-50.641185,5.53,Ara
,17.284349,-32.66284,5.53,Sco
,17.714194,-36.945564,5.53,Sco
,18.168281,-30.728666,5.53,Sgr
,19.11048,28.628595,5.53,Lyr
,19.327597,12.37468,5.53,Aql
,20.684039,32.307287,5.53,Cyg
,21.067979,-5.823066,5.53,Aqr
,21.51647,60.459432,5.53,Cep
,21.790362,60.692689,5.53,Cep
,22.230339,45.440613,5.53,Lac
,22.391901,-24.762661,5.53,Aqr
,22.912632,-16.271957,5.53,Aqr
,23.08116,-68.820226,5.53,Ind
,23.44349,-52.721603,5.53,Gru
,0.167278,11.145813,5.54,Psc
,1.61831,12.141535,5.54,Psc
,5.380644,41.02926,5.54,Aur
,5.841363,14.305608,5.54,Tau
,6.021194,-33.911835,5.54,Col
,6.169558,-40.353792,5.54,Col
,6.283675,-37.737445,5.54,Col
,6.803407,55.704195,5.54,Lyn
,7.263925,47.239964,5.54,Lyn
,7.42727,-79.094188,5.54,Men
,9.215452,-59.413928,5.54,Car
,11.508065,18.409801,5.54,Leo
,11.688836,-43.095667,5.54,Cen
,12.012347,-10.446014,5.54,Vir
,12.347461,57.864118,5.54,UMa
,15.352114,-5.824853,5.54,Lib
,15.798078,-65.442291,5.54,TrA
,15.954048,14.41448,5.54,Ser
,17.209047,62.874337,5.54,Dra
,17.579542,-11.241999,5.54,Ser
,17.699621,15.95243,5.54,Her
,19.867109,24.992162,5.54,Vul
,19.962624,16.789163,5.54,Sge
,20.927381,12.568558,5.54,Del
,20.990377,59.438594,5.54,Cep
,21.948992,12.076492,5.54,Peg
,23.302739,-40.824361,5.54,Gru
,0.094989,13.396266,5.55,Peg
,0.561401,-29.558278,5.55,Scl
,0.831433,27.710286,5.55,Psc
,1.094919,21.465442,5.55,Psc
,1.635435,57.977631,5.55,Cas
,2.457715,31.80128,5.55,Tri
,3.207324,6.660883,5.55,Cet
,3.36997,27.607553,5.55,Ari
,3.664201,3.056863,5.55,Tau
,3.685515,37.580198,5.55,Per
,4.336531,50.920933,5.55,Per
,5.304359,42.792111,5.55,Aur
,5.91458,-39.957857,5.55,Col
,6.3434,-34.144144,5.55,Col
,6.454331,-0.275999,5.55,Mon
,6.455681,2.908288,5.55,Mon
,7.103222,34.473967,5.55,Gem
,7.466434,-29.155896,5.55,Pup
,7.700894,14.208503,5.55,Gem
,8.32562,75.756907,5.55,Cam
,8.859559,-7.177226,5.55,Hya
,10.651581,53.6683,5.55,UMa
,11.4031,-72.256608,5.55,Mus
,12.829154,-71.98626,5.55,Mus
,13.741618,-16.179072,5.55,Vir
,14.336029,-43.058843,5.55,Lup
,14.605288,-46.245451,5.55,Lup
,14.695423,11.660662,5.55,Boo
,16.42874,78.963854,5.55,UMi
,16.698247,-19.924377,5.55,Oph
,16.788795,-58.341441,5.55,Ara
,17.362116,39.974649,5.55,Her
,19.522039,50.306706,5.55,Cyg
,20.869082,-5.507059,5.55,Aqr
,20.972067,44.471711,5.55,Cyg
,21.107087,-41.385965,5.55,Mic
,22.034604,58.000366,5.55,Cep
,22.054572,-6.522406,5.55,Aqr
,22.442853,-16.742138,5.55,Aqr
,23.02205,-28.85396,5.55,PsA
,23.260477,70.88808,5.55,Cep
,23.577095,40.236441,5.55,And
,23.783866,57.451359,5.55,Cas
,0.946377,60.362836,5.56,Cas
,1.132544,20.739113,5.56,Psc
,1.190428,64.202677,5.56,Cas
,2.994767,-2.464952,5.56,Eri
,3.599352,-11.193782,5.56,Eri
,3.749027,-0.29672,5.56,Eri
,4.668557,-24.482368,5.56,Eri
,5.470926,-37.230767,5.56,Col
,6.15959,-14.584619,5.56,Lep
,6.37729,-69.984043,5.56,Dor
,7.065928,-43.608039,5.56,Pup
,8.445539,12.654612,5.56,Cnc
,8.671521,-53.015398,5.56,Vel
,9.022462,-41.864254,5.56,Vel
,9.20848,-43.613262,5.56,Vel
,9.36416,-42.19486,5.56,Vel
,9.575736,-5.914948,5.56,Hya
,9.728406,-53.891282,5.56,Vel
,9.848775,-62.745116,5.56,Car
,11.639056,43.625429,5.56,UMa
,11.869537,-56.987741,5.56,Cen
,12.447692,-32.830121,5.56,Hya
,13.682257,-85.786043,5.56,Oct
,14.418426,-68.195333,5.56,Cir
,15.377048,39.581463,5.56,Boo
,17.105014,22.084153,5.56,Her
,17.707879,24.564058,5.56,Her
,18.260772,42.159345,5.56,Lyr
,18.92528,-16.376635,5.56,Sgr
,18.954608,2.535346,5.56,Ser
,19.137973,-19.290289,5.56,Sgr
,19.908632,24.319388,5.56,Vul
,22.477091,-67.489059,5.56,Ind
,23.259516,-3.49638,5.56,Aqr
,23.323327,-5.124352,5.56,Aqr
,23.375702,60.133485,5.56,Cas
,23.41412,32.384882,5.56,Peg
,23.44999,87.307504,5.56,Cep
,0.10737,64.196168,5.57,Cas
,0.150672,18.211963,5.57,Peg
,0.574374,-52.37309,5.57,Phe
,0.622393,-24.767267,5.57,Cet
,0.800296,-21.722492,5.57,Cet
,1.163667,19.658408,5.57,Psc
,1.194829,65.018854,5.57,Cas
,1.705688,68.043021,5.57,Cas
,1.994118,-42.030532,5.57,Phe
,2.237366,-67.841441,5.57,Hyi
,2.261884,25.043043,5.57,Ari
,2.349499,50.151466,5.57,And
,3.493341,-12.674737,5.57,Eri
,4.820235,31.437375,5.57,Aur
,6.560046,14.155163,5.57,Gem
,7.818533,-56.41036,5.57,Car
,8.943741,64.603831,5.57,UMa
,9.611903,31.161734,5.57,Leo
,10.493161,-30.607065,5.57,Ant
,10.558587,34.988695,5.57,LMi
,10.856594,59.320119,5.57,UMa
,12.699199,6.806617,5.57,Vir
,13.142352,-8.984385,5.57,Vir
,13.659616,10.746269,5.57,Boo
,14.372145,-34.786792,5.57,Cen
,15.721161,-84.465273,5.57,Oct
,15.73314,32.515807,5.57,CrB
,15.756523,5.447315,5.57,Ser
,16.155154,-57.934318,5.57,Nor
,16.689004,-48.762957,5.57,Ara
,16.946677,-23.150346,5.57,Oph
,17.522593,2.724507,5.57,Oph
,18.166387,36.466284,5.57,Her
,19.438654,-21.776693,5.57,Sgr
,19.489487,14.596019,5.57,Aql
,20.796759,6.008209,5.57,Del
,21.556534,-44.8487,5.57,Gru
,21.775583,-11.365954,5.57,Cap
,21.804363,-47.303615,5.57,Gru
,22.049074,44.649863,5.57,Cyg
,23.221098,57.168355,5.57,Cas
,23.952356,55.705705,5.57,Cas
,0.026949,61.222801,5.58,Cas
,0.404348,52.019914,5.58,Cas
,1.10143,-9.839354,5.58,Cet
,1.647718,-21.275384,5.58,Cet
,2.302094,19.901164,5.58,Ari
,2.940596,18.023119,5.58,Ari
,3.4812,49.848384,5.58,Per
,4.332695,14.035201,5.58,Tau
,4.502388,15.63784,5.58,Tau
,4.848706,-53.461508,5.58,Pic
,6.521744,-51.825953,5.58,Car
,7.247546,-27.037996,5.58,CMa
,7.64246,35.04855,5.58,Gem
,7.686782,48.131533,5.58,Lyn
,8.355895,-20.079058,5.58,Pup
,8.44103,27.893583,5.58,Cnc
,9.775104,-44.75506,5.58,Vel
,10.446924,-54.877302,5.58,Vel
,10.491383,-29.663832,5.58,Hya
,11.113866,-70.87793,5.58,Car
,11.426771,16.456539,5.58,Leo
,11.917537,8.443943,5.58,Vir
,12.559516,-12.830203,5.58,Crv
,13.062808,-20.583497,5.58,Vir
,14.477197,49.844851,5.58,Boo
,17.889853,-34.895125,5.58,Sco
,18.261289,-63.055366,5.58,Pav
,18.417066,-30.75657,5.58,Sgr
,18.895433,36.971721,5.58,Lyr
,18.92429,6.61529,5.58,Aql
,19.255581,15.083651,5.58,Aql
,20.307958,36.999803,5.58,Cyg
,20.368156,45.794994,5.58,Cyg
,21.351217,23.855966,5.58,Peg
,22.153789,33.172337,5.58,Peg
,22.229008,-25.180905,5.58,PsA
,23.278405,53.213476,5.58,Cas
,23.347097,30.414921,5.58,Peg
,0.078131,-71.436891,5.59,Tuc
,0.528105,52.839526,5.59,Cas
,0.823782,-13.561274,5.59,Cet
,0.914667,83.707435,5.59,Cep
,1.02174,-38.916527,5.59,Scl
,2.050052,64.390018,5.59,Cas
,2.932452,61.521138,5.59,Cas
,3.726065,-10.485661,5.59,Eri
,4.093728,-27.651807,5.59,Eri
,4.612677,-62.077154,5.59,Dor
,6.590061,-36.779879,5.59,Col
,6.976639,-25.414157,5.59,CMa
,7.349524,-14.360489,5.59,CMa
,7.553241,3.290379,5.59,CMi
,7.962946,-60.303072,5.59,Car
,8.304832,-35.451703,5.59,Pup
,8.860145,-57.633577,5.59,Car
,9.16567,-30.365401,5.59,Pyx
,10.119305,-17.141733,5.59,Hya
,10.258767,-43.112369,5.59,Vel
,10.516622,-13.58847,5.59,Hya
,11.961118,-62.448748,5.59,Cru
,11.979907,-64.33956,5.59,Cru
,12.027635,36.042086,5.59,UMa
,13.109743,-41.588443,5.59,Cen
,14.887097,-73.190071,5.59,Aps
,15.090515,48.150972,5.59,Boo
,15.315661,-40.788222,5.59,Lup
,15.948366,-33.964281,5.59,Lup
,19.275287,4.834795,5.59,Aql
,19.327776,-35.421452,5.59,Sgr
,19.34393,-22.402535,5.59,Sgr
,19.556007,-45.271748,5.59,Tel
,20.334998,68.880317,5.59,Dra
,20.617964,26.461947,5.59,Vul
,20.719722,66.657447,5.59,Cep
,20.975009,50.461791,5.59,Cyg
,21.422083,46.714341,5.59,Cyg
,23.866066,2.930384,5.59,Psc
,23.991082,-29.485168,5.59,Scl
,1.204601,79.673963,5.6,Cep
,1.394612,37.714943,5.6,And
,2.3004,1.757802,5.6,Cet
,3.742062,36.460103,5.6,Per
,5.189686,-11.849089,5.6,Lep
,5.417151,-10.328887,5.6,Ori
,5.565079,14.305578,5.6,Ori
,5.587011,10.240093,5.6,Ori
,5.849475,27.967861,5.6,Tau
,5.872859,14.171787,5.6,Tau
,6.382179,-56.369969,5.6,Pic
,6.539758,-5.86882,5.6,Mon
,6.78853,-55.539988,5.6,Car
,7.452219,-17.864861,5.6,CMa
,7.488519,-1.905329,5.6,Mon
,7.719996,-36.050089,5.6,Pup
,7.836271,-9.183441,5.6,Mon
,8.013141,17.308703,5.6,Cnc
,8.440891,-3.987479,5.6,Hya
,9.14505,-8.589524,5.6,Hya
,9.423343,-5.117394,5.6,Hya
,10.428964,-7.059829,5.6,Sex
,12.202581,20.542064,5.6,Com
,13.3386,40.150548,5.6,CVn
,13.568698,55.348434,5.6,UMa
,16.756255,15.745289,5.6,Her
,17.255346,-33.54842,5.6,Sco
,18.826388,-43.434102,5.6,CrA
,19.437013,20.097733,5.6,Vul
,19.866408,47.027339,5.6,Cyg
,19.912444,0.273627,5.6,Aql
,20.374305,-42.049548,5.6,Sgr
,20.797025,47.831869,5.6,Cyg
,21.144135,30.205637,5.6,Cyg
,22.01806,0.604715,5.6,Aqr
,22.485551,9.129034,5.6,Peg
,22.939897,41.603876,5.6,Lac
,23.139186,-28.823697,5.6,Scl
,23.422062,-56.848985,5.6,Tuc
,23.45458,70.359782,5.6,Cep
,2.659463,-11.871068,5.6,Cet
,9.736603,-27.769033,5.6,Ant
,0.362853,-20.058024,5.61,Cet
,2.061247,-4.103516,5.61,Cet
,3.255677,30.556689,5.61,Ari
,3.991703,-12.574425,5.61,Eri
,4.485257,-13.04837,5.61,Eri
,5.064797,-24.388151,5.61,Lep
,6.398866,-25.577629,5.61,CMa
,6.667474,-80.813593,5.61,Men
,7.826502,-33.28895,5.61,Pup
,8.409726,-3.75124,5.61,Hya
,8.507948,-32.159285,5.61,Pyx
,9.363909,-55.514686,5.61,Vel
,9.700098,39.757851,5.61,Lyn
,10.420887,8.784845,5.61,Leo
,10.832506,-34.058183,5.61,Ant
,12.933468,38.314912,5.61,CVn
,13.663488,-40.051708,5.61,Cen
,13.81076,31.190206,5.61,CVn
,14.245191,-41.837495,5.61,Cen
,14.789599,-25.624267,5.61,Hya
,15.77895,-34.682454,5.61,Lup
,15.982697,36.643773,5.61,CrB
,16.263834,-57.91235,5.61,Nor
,16.529786,45.598281,5.61,Her
,17.55829,-5.744803,5.61,Oph
,17.785568,17.697014,5.61,Her
,18.349158,29.858925,5.61,Her
,22.018152,13.119823,5.61,Peg
,22.856268,61.69674,5.61,Cep
,0.978852,-11.379975,5.62,Cet
,1.57716,-15.676359,5.62,Cet
,3.039588,4.352884,5.62,Cet
,3.306229,-0.930288,5.62,Cet
,3.53882,84.91104,5.62,Cep
,3.947798,22.477971,5.62,Tau
,4.072977,-12.792295,5.62,Eri
,5.707347,65.697649,5.62,Cam
,5.875883,-37.631063,5.62,Col
,5.912119,-11.774192,5.62,Lep
,6.259518,-0.512189,5.62,Ori
,6.400281,-36.707764,5.62,Col
,6.576481,-32.716255,5.62,CMa
,6.758664,-30.94898,5.62,CMa
,7.742825,-24.674079,5.62,Pup
,7.861952,-21.173662,5.62,Pup
,7.91482,-57.302806,5.62,Car
,8.21913,29.656536,5.62,Cnc
,8.720091,12.680876,5.62,Cnc
,9.619413,-32.178646,5.62,Ant
,9.855481,-46.193871,5.62,Vel
,11.85062,-5.333332,5.62,Vir
,14.942239,-47.879198,5.62,Lup
,15.263633,0.372139,5.62,Ser
,16.196682,36.425094,5.62,CrB
,16.694507,-49.651552,5.62,Ara
,17.930781,22.464221,5.62,Her
,18.591777,23.60553,5.62,Her
,18.940481,65.258084,5.62,Dra
,20.076715,32.218598,5.62,Cyg
,21.833369,-64.712537,5.62,Ind
,22.097496,-59.636072,5.62,Ind
,22.385535,-45.928488,5.62,Gru
,23.114894,-38.892293,5.62,Gru
,1.677674,43.297687,5.63,And
,1.700968,35.245707,5.63,Tri
,1.795668,63.852501,5.63,Cas
,3.326363,-24.122902,5.63,For
,6.082878,4.158671,5.63,Ori
,7.068124,-5.323979,5.63,Mon
,7.514638,68.465621,5.63,Cam
,8.297338,59.571133,5.63,Lyn
,8.333486,-71.505377,5.63,Vol
,8.653257,65.020907,5.63,UMa
,8.745844,10.08167,5.63,Cnc
,10.711997,-32.715673,5.63,Ant
,11.584695,54.785419,5.63,UMa
,12.504846,-23.696419,5.63,Crv
,13.115069,-35.862033,5.63,Cen
,13.62008,-61.691856,5.63,Cen
,13.683986,22.495768,5.63,Boo
,14.838814,82.511944,5.63,UMi
,14.939724,49.628449,5.63,Boo
,15.925023,-26.265993,5.63,Sco
,16.127094,9.891743,5.63,Ser
,16.543246,5.52122,5.63,Her
,17.092294,-0.89207,5.63,Oph
,17.515381,31.158139,5.63,Her
,18.474198,-38.995671,5.63,CrA
,18.503295,-18.728794,5.63,Sgr
,19.041022,-24.846826,5.63,Sgr
,19.082741,31.744072,5.63,Lyr
,19.888538,-3.114464,5.63,Aql
,20.459517,38.440332,5.63,Cyg
,21.076292,5.502862,5.63,Equ
,21.38347,-22.669048,5.63,Cap
,21.787212,2.686124,5.63,Peg
,23.454157,-58.47611,5.63,Tuc
,23.577279,33.497328,5.63,Peg
,17.088714,54.469093,5.63,Dra
,0.760862,74.988073,5.64,Cas
,1.084821,14.946133,5.64,Psc
,2.060927,25.935471,5.64,Ari
,2.189189,8.569805,5.64,Cet
,2.610531,12.447639,5.64,Ari
,3.106579,13.18725,5.64,Ari
,4.306444,21.579297,5.64,Tau
,4.390294,16.77726,5.64,Tau
,4.852594,48.740685,5.64,Aur
,5.339615,62.653711,5.64,Cam
,5.407914,-16.975781,5.64,Lep
,7.018318,-25.215634,5.64,CMa
,7.270965,-46.774533,5.64,Pup
,7.555434,-19.412525,5.64,Pup
,7.713376,-26.351326,5.64,Pup
,9.032774,-0.482673,5.64,Hya
,9.725906,29.974473,5.64,Leo
,10.182184,-8.418462,5.64,Sex
,11.546693,-40.436194,5.64,Cen
,11.58703,-47.37258,5.64,Cen
,11.621074,-75.896544,5.64,Cha
,13.097853,45.26855,5.64,CVn
,13.242023,11.331656,5.64,Vir
,14.993598,39.265333,5.64,Boo
,15.470947,-16.716484,5.64,Lib
,15.672598,-73.446685,5.64,Aps
,16.745165,-40.839675,5.64,Sco
,17.001745,-54.597179,5.64,Ara
,18.427444,8.032006,5.64,Oph
,18.90368,27.909528,5.64,Lyr
,19.600459,-24.719081,5.64,Sgr
,19.6787,-0.621233,5.64,Aql
,20.398106,-42.422868,5.64,Sgr
,21.196733,59.98661,5.64,Cep
,21.43968,-37.829429,5.64,Mic
,22.500503,32.572638,5.64,Peg
,23.282659,-62.001198,5.64,Tuc
,2.213206,-2.393637,5.65,Cet
,2.628278,-3.396175,5.65,Cet
,3.834564,44.967856,5.65,Per
,4.983713,-16.376027,5.65,Lep
,5.61916,-80.469122,5.65,Men
,6.013661,-51.216319,5.65,Pic
,6.072296,-32.17243,5.65,Col
,6.88856,-19.032763,5.65,CMa
,7.449856,-23.086023,5.65,CMa
,8.020525,4.879824,5.65,CMi
,9.773225,1.785586,5.65,Sex
,10.904938,-13.758036,5.65,Crt
,12.772928,9.539684,5.65,Vir
,12.807297,-27.597384,5.65,Hya
,13.430657,-70.627248,5.65,Mus
,13.486945,10.81831,5.65,Vir
,14.977572,-27.657314,5.65,Hya
,15.030754,-83.227646,5.65,Oct
,15.079711,-83.038311,5.65,Oct
,15.334763,51.958515,5.65,Boo
,15.363507,-48.317628,5.65,Lup
,15.386265,-60.657176,5.65,Cir
,15.62755,69.283344,5.65,UMi
,17.428155,60.048398,5.65,Dra
,17.55634,19.256677,5.65,Her
,18.495823,77.547068,5.65,Dra
,19.254822,21.232118,5.65,Sge
,19.274108,14.544616,5.65,Aql
,20.005621,-33.703452,5.65,Sgr
,20.238617,-52.44577,5.65,Tel
,22.019232,8.257164,5.65,Peg
,23.354305,-26.986769,5.65,Scl
,0.269126,-31.446394,5.66,Scl
,0.740612,47.863984,5.66,Cas
,1.624389,-84.769593,5.66,Oct
,2.144606,58.423601,5.66,Per
,3.752705,24.83926,5.66,Tau
,3.76646,45.681899,5.66,Per
,3.86673,6.534907,5.66,Tau
,4.690032,48.300881,5.66,Per
,4.719249,-30.765557,5.66,Cae
,5.353524,29.569884,5.66,Aur
,6.777505,-10.10736,5.66,Mon
,7.601082,-14.492771,5.66,Pup
,7.608789,46.180288,5.66,Lyn
,8.152641,-48.684413,5.66,Vel
,8.157926,-16.248922,5.66,Pup
,8.159342,-56.085384,5.66,Car
,8.639504,53.401539,5.66,UMa
,9.486845,-20.749127,5.66,Hya
,10.318083,-64.676258,5.66,Car
,10.337977,-47.69909,5.66,Vel
,10.853067,56.58225,5.66,UMa
,12.19755,25.87028,5.66,Com
,12.38933,-24.840669,5.66,Crv
,13.920042,-52.160822,5.66,Cen
,16.496367,-14.550879,5.66,Oph
,17.204502,-39.506949,5.66,Sco
,17.530439,28.407499,5.66,Her
,19.449022,-29.743225,5.66,Sgr
,19.617595,-18.231052,5.66,Sgr
,20.539915,-9.853384,5.66,Cap
,20.857844,28.250505,5.66,Vul
,21.642205,5.771742,5.66,Peg
,21.702809,1.285253,5.66,Aqr
,22.647629,-33.081347,5.66,PsA
,23.001607,-25.16418,5.66,PsA
,23.483598,-63.110656,5.66,Tuc
,23.627655,-13.060243,5.66,Aqr
,0.134303,-33.529326,5.67,Scl
,0.507242,-48.21491,5.67,Phe
,1.17188,42.081475,5.67,And
,2.25794,-67.746366,5.67,Hyi
,3.125541,-78.989244,5.67,Hyi
,3.542992,-50.378646,5.67,Hor
,4.029482,9.998017,5.67,Tau
,4.299776,-80.214033,5.67,Men
,4.568963,5.568616,5.67,Tau
,5.178585,46.96207,5.67,Aur
,5.558786,18.540231,5.67,Tau
,5.583613,-6.00927,5.67,Ori
,6.082829,5.41997,5.67,Ori
,6.334507,14.651127,5.67,Ori
,8.405637,-80.914202,5.67,Cha
,8.415328,-23.153745,5.67,Pup
,8.676461,-45.191103,5.67,Vel
,8.876284,32.474157,5.67,Cnc
,9.773147,11.810043,5.67,Leo
,10.583933,8.650425,5.67,Leo
,11.075343,-47.679103,5.67,Vel
,14.683721,-36.134858,5.67,Cen
,15.139939,26.301152,5.67,Boo
,16.204456,-28.417305,5.67,Sco
,16.396437,61.696461,5.67,Dra
,16.470881,-58.599795,5.67,Nor
,18.165004,3.119827,5.67,Oph
,18.556426,-38.725985,5.67,CrA
,18.945851,57.814851,5.67,Dra
,19.621498,16.462802,5.67,Sge
,20.073098,-0.709309,5.67,Aql
,20.860681,-62.429335,5.67,Pav
,21.156052,-73.172968,5.67,Pav
,21.409445,26.17456,5.67,Vul
,0.078304,67.166445,5.68,Cep
,2.177109,19.500338,5.68,Ari
,3.4997,-78.35185,5.68,Men
,3.705263,19.700254,5.68,Tau
,4.879933,42.586626,5.68,Aur
,5.358845,-0.416491,5.68,Ori
,6.840416,13.413177,5.68,Gem
,6.866664,23.601718,5.68,Gem
,7.145098,-70.497087,5.68,Vol
,7.638391,-48.601436,5.68,Pup
,8.534712,-53.21192,5.68,Vel
,8.959777,15.581281,5.68,Cnc
,9.616725,-25.296759,5.68,Ant
,10.046931,21.949258,5.68,Leo
,11.840911,-62.649381,5.68,Cen
,12.459754,55.712724,5.68,UMa
,12.495344,20.896109,5.68,Com
,12.639557,1.854662,5.68,Vir
,13.776573,54.432679,5.68,UMa
,14.75839,0.717271,5.68,Vir
,14.821874,-24.25147,5.68,Lib
,14.828143,48.720804,5.68,Boo
,15.306807,20.572778,5.68,Ser
,17.313479,28.822968,5.68,Her
,17.560941,16.317553,5.68,Her
,17.84122,-53.612406,5.68,Ara
,18.730999,31.926613,5.68,Lyr
,18.900025,-21.359845,5.68,Sgr
,19.843702,40.599759,5.68,Cyg
,19.986261,23.101281,5.68,Vul
,20.427925,21.409642,5.68,Vul
,20.649867,30.334265,5.68,Cyg
,20.699028,41.716875,5.68,Cyg
,20.930501,47.417656,5.68,Cyg
,21.36678,49.388848,5.68,Cyg
,22.795213,-14.056428,5.68,Aqr
,23.018763,-50.950028,5.68,Gru
,23.12926,49.295776,5.68,And
,23.162261,59.332692,5.68,Cas
,23.17851,17.594372,5.68,Peg
,23.606468,2.102222,5.68,Psc
,0.539939,6.955463,5.69,Psc
,1.000988,44.713243,5.69,And
,1.557142,58.327334,5.69,Cas
,1.602361,-29.907317,5.69,Scl
,1.935927,37.25183,5.69,And
,2.993381,-25.274133,5.69,For
,4.281542,61.849989,5.69,Cam
,5.395086,-0.159818,5.69,Ori
,5.452298,30.208603,5.69,Aur
,6.532864,-58.753835,5.69,Pic
,7.022612,70.808296,5.69,Cam
,7.161951,-25.231034,5.69,CMa
,7.611398,-19.702338,5.69,Pup
,7.6122,-48.830167,5.69,Pup
,7.871911,-14.846175,5.69,Pup
,11.099324,-27.287853,5.69,Hya
,12.268763,40.66018,5.69,CVn
,13.361567,2.087243,5.69,Vir
,13.448922,-41.497562,5.69,Cen
,13.543307,-28.692768,5.69,Hya
,14.088903,-76.796752,5.69,Aps
,16.141132,8.53431,5.69,Ser
,17.016149,22.632095,5.69,Her
,17.3626,53.420428,5.69,Dra
,17.400299,-62.864153,5.69,Ara
,17.57847,-32.581662,5.69,Sco
,17.80688,20.565441,5.69,Her
,17.998946,45.501378,5.69,Her
